"SA - media.nypl.org"

"Custom View: 1/1/07 - 12/11/09"
"2007-01-01 00:00:00","2009-12-11 23:59:59"


"Downloaded Files"
,"Downloaded Files",HRef,"Downloads","% Downloads","Visits"
172,"http://media.nypl.org/live/video/live_2009_05_30_arab.mp4","http://media.nypl.org/live/video/live_2009_05_30_arab.mp4",383,0.00141,349
173,"http://media.nypl.org/live/060925/01_Sam_Harris_Part_2.ra","http://media.nypl.org/live/060925/01_Sam_Harris_Part_2.ra",372,0.00137,204
174,"http://media.nypl.org/lpa/father_abraam.mp3","http://media.nypl.org/lpa/father_abraam.mp3",357,0.00131,296
175,"http://media.nypl.org/lpa/lpa_lincoln_shakespeare_3_18_09.mp3","http://media.nypl.org/lpa/lpa_lincoln_shakespeare_3_18_09.mp3",352,0.0013,68
176,"http://media.nypl.org/teenlink_audio/96th_st_branch/5_outro.mp3","http://media.nypl.org/teenlink_audio/96th_st_branch/5_outro.mp3",351,0.00129,328
177,"http://media.nypl.org/audio/live_2009_10_23_creative_summit_day1.mp3","http://media.nypl.org/audio/live_2009_10_23_creative_summit_day1.mp3",343,0.00126,292
178,"http://media.nypl.org/audio/cullman_2009_05_15_coatroom.mp3","http://media.nypl.org/audio/cullman_2009_05_15_coatroom.mp3",325,0.0012,183
179,"http://media.nypl.org/audio/live_2009_10_08_cognitive_gelb.mp3","http://media.nypl.org/audio/live_2009_10_08_cognitive_gelb.mp3",313,0.00115,252
180,"http://media.nypl.org/audio/live_2009_11_05_apetite_city.mp3","http://media.nypl.org/audio/live_2009_11_05_apetite_city.mp3",305,0.00112,238
181,"http://media.nypl.org/audio/live_2009_11_04_kingsolver_stavans.mp3","http://media.nypl.org/audio/live_2009_11_04_kingsolver_stavans.mp3",297,0.00109,235
182,"http://media.nypl.org/supporters/alda_10_16_08.mp3","http://media.nypl.org/supporters/alda_10_16_08.mp3",296,0.00109,222
183,"http://media.nypl.org/audio/periodically_speaking_2009_06_09.mp3","http://media.nypl.org/audio/periodically_speaking_2009_06_09.mp3",283,0.00104,161
184,"http://media.nypl.org/supporters/conservators_10_21_08.mp3","http://media.nypl.org/supporters/conservators_10_21_08.mp3",276,0.00102,171
185,"http://media.nypl.org/supporters/president_gladwell_3_2_09.mp3","http://media.nypl.org/supporters/president_gladwell_3_2_09.mp3",255,0.00094,173
186,"http://media.nypl.org/live/video/holocaust_3_3_09.mp4","http://media.nypl.org/live/video/holocaust_3_3_09.mp4",249,0.00092,204
187,"http://media.nypl.org/live/060925/01_Sam_Harris.ra","http://media.nypl.org/live/060925/01_Sam_Harris.ra",246,0.00091,81
188,"http://media.nypl.org/live/070627/NYPL070627_1.ra","http://media.nypl.org/live/070627/NYPL070627_1.ra",243,0.00089,88
189,"http://media.nypl.org/live/video/live_black_nationalism_4_9_09.mp4","http://media.nypl.org/live/video/live_black_nationalism_4_9_09.mp4",241,0.00089,222
190,"http://media.nypl.org/lpa/albee_4_17_08.mp3","http://media.nypl.org/lpa/albee_4_17_08.mp3",236,0.00087,94
191,"http://media.nypl.org/graphic_modernism/Witkovsky_01_08_08.mp3","http://media.nypl.org/graphic_modernism/Witkovsky_01_08_08.mp3",232,0.00085,115
192,"http://media.nypl.org/live/060928/01_Chris_Anderson_Track_2.ra","http://media.nypl.org/live/060928/01_Chris_Anderson_Track_2.ra",230,0.00085,175
193,"http://media.nypl.org/live/061129/02_Gates_2.ra","http://media.nypl.org/live/061129/02_Gates_2.ra",228,0.00084,173
194,"http://media.nypl.org/live/060930/02_Robert_Frank_Track_2.ra","http://media.nypl.org/live/060930/02_Robert_Frank_Track_2.ra",221,0.00081,166
195,"http://media.nypl.org/leclerc_messages/city_hall_excerpts_3_13_09.mp3","http://media.nypl.org/leclerc_messages/city_hall_excerpts_3_13_09.mp3",220,0.00081,123
196,"http://media.nypl.org/video/teens_2009_05_21_oneplanet.mp4","http://media.nypl.org/video/teens_2009_05_21_oneplanet.mp4",218,0.0008,55
197,"http://media.nypl.org/audio/live_2009_11_12_marton_schlondorff.mp3","http://media.nypl.org/audio/live_2009_11_12_marton_schlondorff.mp3",217,0.0008,173
198,"http://media.nypl.org/live/070525/5_25_07_2.ra","http://media.nypl.org/live/070525/5_25_07_2.ra",215,0.00079,180
199,"http://media.nypl.org/supporters/buckley_10_02_08.mp3","http://media.nypl.org/supporters/buckley_10_02_08.mp3",204,0.00075,141
200,"http://media.nypl.org/audio/periodically_speaking_2009_05_30_magathon.mp3","http://media.nypl.org/audio/periodically_speaking_2009_05_30_magathon.mp3",188,0.00069,118
201,"http://media.nypl.org/nyplchannel/snyder_1_31_09.mp3","http://media.nypl.org/nyplchannel/snyder_1_31_09.mp3",182,0.00067,107
202,"http://media.nypl.org/audio/periodically_speaking_2009_05_12.mp3","http://media.nypl.org/audio/periodically_speaking_2009_05_12.mp3",181,0.00067,112
203,"http://media.nypl.org/video/live_2009_04_24_cosmic_war.mp4","http://media.nypl.org/video/live_2009_04_24_cosmic_war.mp4",174,0.00064,120
204,"http://media.nypl.org/video/live_2008_03_12_hollywood.mp4","http://media.nypl.org/video/live_2008_03_12_hollywood.mp4",170,0.00063,89
205,"http://media.nypl.org/graphic_modernism/Mansbach_11_15_07.mp3","http://media.nypl.org/graphic_modernism/Mansbach_11_15_07.mp3",158,0.00058,125
206,"http://media.nypl.org/Cullman/Edmund_White.mp3","http://media.nypl.org/Cullman/Edmund_White.mp3",153,0.00056,144
207,"http://media.nypl.org/supporters/paulson_7_22_08.mp3","http://media.nypl.org/supporters/paulson_7_22_08.mp3",147,0.00054,125
208,"http://media.nypl.org/live/070627/NYPL070627_2.ra","http://media.nypl.org/live/070627/NYPL070627_2.ra",144,0.00053,56
209,"http://media.nypl.org/Graphic_Modernism/Toman_12_4_07.mp3","http://media.nypl.org/Graphic_Modernism/Toman_12_4_07.mp3",143,0.00053,125
210,"http://media.nypl.org/video/live_2009_09_25_shorts_parker_adams.mp4","http://media.nypl.org/video/live_2009_09_25_shorts_parker_adams.mp4",142,0.00052,75
211,"http://media.nypl.org/nyplchannel/purpose_prize_2_28_09.mp3","http://media.nypl.org/nyplchannel/purpose_prize_2_28_09.mp3",141,0.00052,111
212,"http://media.nypl.org/lpa/olimpico_12_4_08.mp3","http://media.nypl.org/lpa/olimpico_12_4_08.mp3",133,0.00049,90
213,"http://media.nypl.org/Graphic_Modernism/Washton_Long_12_8_07.mp3","http://media.nypl.org/Graphic_Modernism/Washton_Long_12_8_07.mp3",132,0.00049,121
214,"http://media.nypl.org/supporters/supporters_2009_04_06_tseliot.mp3","http://media.nypl.org/supporters/supporters_2009_04_06_tseliot.mp3",125,0.00046,71
215,"http://media.nypl.org/Modernity/Moseman_11_9_07.mp3","http://media.nypl.org/Modernity/Moseman_11_9_07.mp3",125,0.00046,100
216,"http://media.nypl.org/Graphic_Modernism/Goldfarb_12_5_07.mp3","http://media.nypl.org/Graphic_Modernism/Goldfarb_12_5_07.mp3",120,0.00044,106
217,"http://media.nypl.org/supporters/lgbt_inaugural_4_3_08.mp3","http://media.nypl.org/supporters/lgbt_inaugural_4_3_08.mp3",119,0.00044,102
218,"http://media.nypl.org/Modernity/Vojtech_11_9_07.mp3","http://media.nypl.org/Modernity/Vojtech_11_9_07.mp3",116,0.00043,101
219,"http://media.nypl.org/Modernity/Beller_11_9_07.mp3","http://media.nypl.org/Modernity/Beller_11_9_07.mp3",114,0.00042,94
220,"http://media.nypl.org/live/070525/5_25_07_1.ra","http://media.nypl.org/live/070525/5_25_07_1.ra",112,0.00041,56
221,"http://media.nypl.org/live/061003/01_Bill_Moyers.ra","http://media.nypl.org/live/061003/01_Bill_Moyers.ra",112,0.00041,55
222,"http://media.nypl.org/video/live_2009_09_21_sacks.mp4","http://media.nypl.org/video/live_2009_09_21_sacks.mp4",105,0.00039,53
223,"http://media.nypl.org/video/live_2009_10_28_glass_keret.mp4","http://media.nypl.org/video/live_2009_10_28_glass_keret.mp4",104,0.00038,40
224,"http://media.nypl.org/leclerc_messages/leclerc_11_26_08.mp3","http://media.nypl.org/leclerc_messages/leclerc_11_26_08.mp3",102,0.00038,61
225,"http://media.nypl.org/audio/supporters_2009_06_24_conservators.mp3","http://media.nypl.org/audio/supporters_2009_06_24_conservators.mp3",101,0.00037,53
226,"http://media.nypl.org/Modernity/Weissberg_11_10_07.mp3","http://media.nypl.org/Modernity/Weissberg_11_10_07.mp3",100,0.00037,89
227,"http://media.nypl.org/Modernity/Szczerski_11_9_07.mp3","http://media.nypl.org/Modernity/Szczerski_11_9_07.mp3",99,0.00036,90
228,"http://media.nypl.org/Modernity/Popescu_11_10_07.mp3","http://media.nypl.org/Modernity/Popescu_11_10_07.mp3",98,0.00036,86
229,"http://media.nypl.org/Modernity/Blau_11_10_07.mp3","http://media.nypl.org/Modernity/Blau_11_10_07.mp3",97,0.00036,87
230,"http://media.nypl.org/audio/24hours_1997_01_01_auster_wood.mp3","http://media.nypl.org/audio/24hours_1997_01_01_auster_wood.mp3",97,0.00036,63
231,"http://media.nypl.org/supporters/supporters_spring_luncheon_4_21_09.mp3","http://media.nypl.org/supporters/supporters_spring_luncheon_4_21_09.mp3",97,0.00036,74
232,"http://media.nypl.org/live/061205/01_Daniel_Mendelsohn.ra","http://media.nypl.org/live/061205/01_Daniel_Mendelsohn.ra",96,0.00035,42
233,"http://media.nypl.org/Modernity/Washton_Long_11_10_07.mp3","http://media.nypl.org/Modernity/Washton_Long_11_10_07.mp3",95,0.00035,83
234,"http://media.nypl.org/Modernity/Makela_11_10_07.mp3","http://media.nypl.org/Modernity/Makela_11_10_07.mp3",94,0.00035,81
235,"http://media.nypl.org/Modernity/Albert_11_10_07.mp3","http://media.nypl.org/Modernity/Albert_11_10_07.mp3",93,0.00034,83
236,"http://media.nypl.org/live/070410/070410.ra","http://media.nypl.org/live/070410/070410.ra",92,0.00034,61
237,"http://media.nypl.org/leclerc_messages/leclerc_2009_05_28_city_hall.mp3","http://media.nypl.org/leclerc_messages/leclerc_2009_05_28_city_hall.mp3",92,0.00034,49
238,"http://media.nypl.org/Modernity/Toman_11_10_07.mp3","http://media.nypl.org/Modernity/Toman_11_10_07.mp3",92,0.00034,83
239,"http://media.nypl.org/Cullman/Julia_Child.mp3","http://media.nypl.org/Cullman/Julia_Child.mp3",90,0.00033,86
240,"http://media.nypl.org/video/discussions_2009_07_28_googlebooks.mp4","http://media.nypl.org/video/discussions_2009_07_28_googlebooks.mp4",89,0.00033,79
241,"http://media.nypl.org/Modernity/Magilow_11_10_07.mp3","http://media.nypl.org/Modernity/Magilow_11_10_07.mp3",88,0.00032,76
242,"http://media.nypl.org/video/live_2008_04_11_dalai_lama.mp4","http://media.nypl.org/video/live_2008_04_11_dalai_lama.mp4",87,0.00032,56
243,"http://media.nypl.org/Cullman/Michaels.mp3","http://media.nypl.org/Cullman/Michaels.mp3",86,0.00032,79
244,"http://media.nypl.org/nyplchannel/wales_week_3_5_09.mp3","http://media.nypl.org/nyplchannel/wales_week_3_5_09.mp3",86,0.00032,76
245,"http://media.nypl.org/leclerc_messages/city_hall_3_13_09.mp3","http://media.nypl.org/leclerc_messages/city_hall_3_13_09.mp3",85,0.00031,46
246,"http://media.nypl.org/video/live_2009_11_09_anderson_baumbach.mp4","http://media.nypl.org/video/live_2009_11_09_anderson_baumbach.mp4",82,0.0003,40
247,"http://media.nypl.org/live/070504/5_4_07.ra","http://media.nypl.org/live/070504/5_4_07.ra",78,0.00029,51
248,"http://media.nypl.org/live/070405/070405.ra","http://media.nypl.org/live/070405/070405.ra",77,0.00028,53
249,"http://media.nypl.org/live/070216/Herzog.ra","http://media.nypl.org/live/070216/Herzog.ra",74,0.00027,55
250,"http://media.nypl.org/video/live_2009_10_09_forsythe_noe.mp4","http://media.nypl.org/video/live_2009_10_09_forsythe_noe.mp4",73,0.00027,37
251,"http://media.nypl.org/audio/supporters_2009_03_02_president_gladwell.mp3","http://media.nypl.org/audio/supporters_2009_03_02_president_gladwell.mp3",73,0.00027,65
252,"http://media.nypl.org/live/061118/01_Atlantic_LUST_1.ra","http://media.nypl.org/live/061118/01_Atlantic_LUST_1.ra",72,0.00027,48
253,"http://media.nypl.org/live/070326/3_26_07_50B4.ra","http://media.nypl.org/live/070326/3_26_07_50B4.ra",72,0.00027,43
254,"http://media.nypl.org/live/060912/01_Timothy_Greenfield-Sanders.ra","http://media.nypl.org/live/060912/01_Timothy_Greenfield-Sanders.ra",71,0.00026,35
255,"http://media.nypl.org/live/061030/01_Alberto_Manguel.ra","http://media.nypl.org/live/061030/01_Alberto_Manguel.ra",71,0.00026,38
256,"http://media.nypl.org/leclerc_messages/leclerc_excerpts_11_24_08.mp3","http://media.nypl.org/leclerc_messages/leclerc_excerpts_11_24_08.mp3",70,0.00026,49
257,"http://media.nypl.org/live/060930/01_Robert_Frank_Track_1.ra","http://media.nypl.org/live/060930/01_Robert_Frank_Track_1.ra",70,0.00026,50
258,"http://media.nypl.org/live/070214/01_AlineR.ra","http://media.nypl.org/live/070214/01_AlineR.ra",69,0.00025,41
259,"http://media.nypl.org/lpa/lpa_spirituals_3_21_09.mp3","http://media.nypl.org/lpa/lpa_spirituals_3_21_09.mp3",68,0.00025,54
260,"http://media.nypl.org/audio/discussions_2009_07_28_googlebooks.mp3","http://media.nypl.org/audio/discussions_2009_07_28_googlebooks.mp3",66,0.00024,59
261,"http://media.nypl.org/live/060929/01_Frank_Rich_Track_1.ra","http://media.nypl.org/live/060929/01_Frank_Rich_Track_1.ra",66,0.00024,36
262,"http://media.nypl.org/live/061118/01_Atlantic_Trouble_with_Diversity.ra","http://media.nypl.org/live/061118/01_Atlantic_Trouble_with_Diversity.ra",65,0.00024,31
263,"http://media.nypl.org/live/060914/EOWilson.ra","http://media.nypl.org/live/060914/EOWilson.ra",64,0.00024,28
264,"http://media.nypl.org/video/live_2009_09_24_solnit_coyote.mp4","http://media.nypl.org/video/live_2009_09_24_solnit_coyote.mp4",64,0.00024,27
265,"http://media.nypl.org/live/070423/NYPL_42307.ra","http://media.nypl.org/live/070423/NYPL_42307.ra",62,0.00023,35
266,"http://media.nypl.org/live/061118/01_Atlantic_CHINA.ra","http://media.nypl.org/live/061118/01_Atlantic_CHINA.ra",62,0.00023,41
267,"http://media.nypl.org/audio/supporters_2008_10_16_friends_alda.mp3","http://media.nypl.org/audio/supporters_2008_10_16_friends_alda.mp3",62,0.00023,52
268,"http://media.nypl.org/video/lpa_2008_10_02_hagen_class.mp4","http://media.nypl.org/video/lpa_2008_10_02_hagen_class.mp4",60,0.00022,37
269,"http://media.nypl.org/lpa/lincoln_debate_1_22_09.mp3","http://media.nypl.org/lpa/lincoln_debate_1_22_09.mp3",60,0.00022,49
270,"http://media.nypl.org/live/070306/01_Aciman_Toibin.ra","http://media.nypl.org/live/070306/01_Aciman_Toibin.ra",60,0.00022,31
271,"http://media.nypl.org/video/periodically_speaking_2009_05_30_magathon.mp4","http://media.nypl.org/video/periodically_speaking_2009_05_30_magathon.mp4",59,0.00022,51
272,"http://media.nypl.org/audio/supporters_2008_10_21_conservators_privileged.mp3","http://media.nypl.org/audio/supporters_2008_10_21_conservators_privileged.mp3",58,0.00021,44
273,"http://media.nypl.org/live/070413/NYPL_Jan_Morris.ra","http://media.nypl.org/live/070413/NYPL_Jan_Morris.ra",57,0.00021,43
274,"http://media.nypl.org/audio/supporters_2008_07_22_conservators_paulson.mp3","http://media.nypl.org/audio/supporters_2008_07_22_conservators_paulson.mp3",56,0.00021,49
275,"http://media.nypl.org/live/061118/01_Atlantic_Zizek_1.ra","http://media.nypl.org/live/061118/01_Atlantic_Zizek_1.ra",56,0.00021,32
276,"http://media.nypl.org/live/061103/01_SPY_Magazine.ra","http://media.nypl.org/live/061103/01_SPY_Magazine.ra",56,0.00021,39
277,"http://media.nypl.org/live/061011/01_Adam_Gopnik_Track_1.ra","http://media.nypl.org/live/061011/01_Adam_Gopnik_Track_1.ra",56,0.00021,31
278,"http://media.nypl.org/audio/24hours_1994_01_01_marsalis.mp3","http://media.nypl.org/audio/24hours_1994_01_01_marsalis.mp3",55,0.0002,52
279,"http://media.nypl.org/live/061116/01_Marton_Power.ra","http://media.nypl.org/live/061116/01_Marton_Power.ra",55,0.0002,31
280,"http://media.nypl.org/live/060506/Octavia_Butler.ra","http://media.nypl.org/live/060506/Octavia_Butler.ra",54,0.0002,38
281,"http://media.nypl.org/audio/supporters_2009_05_12_friends_china.mp3","http://media.nypl.org/audio/supporters_2009_05_12_friends_china.mp3",53,0.0002,51
282,"http://media.nypl.org/audio/24hours_1988_01_01_mitford_hitchens.mp3","http://media.nypl.org/audio/24hours_1988_01_01_mitford_hitchens.mp3",53,0.0002,49
283,"http://media.nypl.org/audio/teens_2009_05_21_oneplanet.mp3","http://media.nypl.org/audio/teens_2009_05_21_oneplanet.mp3",52,0.00019,45
284,"http://media.nypl.org/live/061201/01_Cahill_Atwood_1.ra","http://media.nypl.org/live/061201/01_Cahill_Atwood_1.ra",52,0.00019,35
285,"http://media.nypl.org/video/kids_2008_11_01_bookfest_pt1.mp4","http://media.nypl.org/video/kids_2008_11_01_bookfest_pt1.mp4",51,0.00019,48
286,"http://media.nypl.org/video/live_2008_03_18_baldwin.mp4","http://media.nypl.org/video/live_2008_03_18_baldwin.mp4",50,0.00018,48
287,"http://media.nypl.org/audio/periodically_speaking_2009_10_13.mp3","http://media.nypl.org/audio/periodically_speaking_2009_10_13.mp3",50,0.00018,32
288,"http://media.nypl.org/live/061118/01_Atlantic_Atlantic_&_Freud_1.ra","http://media.nypl.org/live/061118/01_Atlantic_Atlantic_&_Freud_1.ra",50,0.00018,38
289,"http://media.nypl.org/audio/supporters_2009_04_21_not_children.mp3","http://media.nypl.org/audio/supporters_2009_04_21_not_children.mp3",49,0.00018,45
290,"http://media.nypl.org/audio/supporters_2008_11_18_lgbt_robinson.mp3","http://media.nypl.org/audio/supporters_2008_11_18_lgbt_robinson.mp3",49,0.00018,46
291,"http://media.nypl.org/audio/supporters_2008_10_07_conservators_family.mp3","http://media.nypl.org/audio/supporters_2008_10_07_conservators_family.mp3",49,0.00018,48
292,"http://media.nypl.org/video/periodically_speaking_2009_10_13.mp4","http://media.nypl.org/video/periodically_speaking_2009_10_13.mp4",49,0.00018,29
293,"http://media.nypl.org/lpa/hrh_10_15_01.mp3","http://media.nypl.org/lpa/hrh_10_15_01.mp3",48,0.00018,33
294,"http://media.nypl.org/audio/kids_2009_02_07_lincoln_denenberg.mp3","http://media.nypl.org/audio/kids_2009_02_07_lincoln_denenberg.mp3",48,0.00018,47
295,"http://media.nypl.org/video/periodically_speaking_2009_05_12.mp4","http://media.nypl.org/video/periodically_speaking_2009_05_12.mp4",47,0.00017,46
296,"http://media.nypl.org/audio/kids_2009_02_07_lincoln_fleming.mp3","http://media.nypl.org/audio/kids_2009_02_07_lincoln_fleming.mp3",47,0.00017,46
297,"http://media.nypl.org/audio/supporters_2008_10_02_friends_buckley.mp3","http://media.nypl.org/audio/supporters_2008_10_02_friends_buckley.mp3",46,0.00017,45
298,"http://media.nypl.org/lpa/lpa_lincoln_bicentennial_2_12_09.mp3","http://media.nypl.org/lpa/lpa_lincoln_bicentennial_2_12_09.mp3",45,0.00017,34
299,"http://media.nypl.org/audio/discussions_2009_06_29_speakup.mp3","http://media.nypl.org/audio/discussions_2009_06_29_speakup.mp3",45,0.00017,37
300,"http://media.nypl.org/live/070429/070429.ra","http://media.nypl.org/live/070429/070429.ra",44,0.00016,36
301,"http://media.nypl.org/video/live_2009_09_21_shorts_sacks.mp4","http://media.nypl.org/video/live_2009_09_21_shorts_sacks.mp4",43,0.00016,34
302,"http://media.nypl.org/live/061118/02_Atlantic_Atlantic_&_Freud_2.ra","http://media.nypl.org/live/061118/02_Atlantic_Atlantic_&_Freud_2.ra",43,0.00016,32
303,"http://media.nypl.org/live/070307/3_07_07_BC14.ra","http://media.nypl.org/live/070307/3_07_07_BC14.ra",43,0.00016,37
304,"http://media.nypl.org/live/060928/01_Chris_Anderson_Track_1.ra","http://media.nypl.org/live/060928/01_Chris_Anderson_Track_1.ra",43,0.00016,35
305,"http://media.nypl.org/audio/supporters_2008_04_03_lgbt_inaugural.mp3","http://media.nypl.org/audio/supporters_2008_04_03_lgbt_inaugural.mp3",41,0.00015,40
306,"http://media.nypl.org/live/070616/6_16_07.ra","http://media.nypl.org/live/070616/6_16_07.ra",41,0.00015,33
307,"http://media.nypl.org/video/lpa_2007_09_20_laurents.mp4","http://media.nypl.org/video/lpa_2007_09_20_laurents.mp4",40,0.00015,26
308,"http://media.nypl.org/live/061118/01_Atlantic_GLUTTONY_1.ra","http://media.nypl.org/live/061118/01_Atlantic_GLUTTONY_1.ra",40,0.00015,29
309,"http://media.nypl.org/video/kids_2008_11_01_bookfest_pt3.mp4","http://media.nypl.org/video/kids_2008_11_01_bookfest_pt3.mp4",40,0.00015,39
310,"http://media.nypl.org/audio/periodically_speaking_2009_11_10.mp3","http://media.nypl.org/audio/periodically_speaking_2009_11_10.mp3",40,0.00015,30
311,"http://media.nypl.org/live/061129/01_Gates_1.ra","http://media.nypl.org/live/061129/01_Gates_1.ra",40,0.00015,34
312,"http://media.nypl.org/live/061110/01_Nasaw_Gregorian.ra","http://media.nypl.org/live/061110/01_Nasaw_Gregorian.ra",39,0.00014,36
313,"http://media.nypl.org/video/kids_2008_11_01_bookfest_pt2.mp4","http://media.nypl.org/video/kids_2008_11_01_bookfest_pt2.mp4",38,0.00014,38
314,"http://media.nypl.org/live/061118/01_Atlantic_Global_Finance.ra","http://media.nypl.org/live/061118/01_Atlantic_Global_Finance.ra",38,0.00014,33
315,"http://media.nypl.org/live/070429/4_29_07_2.ra","http://media.nypl.org/live/070429/4_29_07_2.ra",37,0.00014,36
316,"http://media.nypl.org/audio/kids_2008_11_01_bookfest_pt3.mp3","http://media.nypl.org/audio/kids_2008_11_01_bookfest_pt3.mp3",37,0.00014,36
317,"http://media.nypl.org/supporters/supporters_2009_05_12_friends_winchester.mp3","http://media.nypl.org/supporters/supporters_2009_05_12_friends_winchester.mp3",37,0.00014,34
318,"http://media.nypl.org/audio/kids_2008_11_01_bookfest_pt2.mp3","http://media.nypl.org/audio/kids_2008_11_01_bookfest_pt2.mp3",36,0.00013,35
319,"http://media.nypl.org/audio/kids_2008_11_01_bookfest_pt1.mp3","http://media.nypl.org/audio/kids_2008_11_01_bookfest_pt1.mp3",36,0.00013,35
320,"http://media.nypl.org/live/070214/02_AlineR.ra","http://media.nypl.org/live/070214/02_AlineR.ra",36,0.00013,29
321,"http://media.nypl.org/live/061118/02_Atlantic_LUST_2.ra","http://media.nypl.org/live/061118/02_Atlantic_LUST_2.ra",36,0.00013,30
322,"http://media.nypl.org/live/061020/01_David_Rockwell.ra","http://media.nypl.org/live/061020/01_David_Rockwell.ra",34,0.00013,33
323,"http://media.nypl.org/leclerc_messages/leclerc_11_24_08.mp3","http://media.nypl.org/leclerc_messages/leclerc_11_24_08.mp3",33,0.00012,21
324,"http://media.nypl.org/live/060920/Sinclair_Stohr.ra","http://media.nypl.org/live/060920/Sinclair_Stohr.ra",33,0.00012,29
325,"http://media.nypl.org/live/070429/4_29_07_1.ra","http://media.nypl.org/live/070429/4_29_07_1.ra",32,0.00012,31
326,"http://media.nypl.org/live/060929/02_Frank_Rich_Track_2.ra","http://media.nypl.org/live/060929/02_Frank_Rich_Track_2.ra",32,0.00012,30
327,"http://media.nypl.org/live/070310/3_10_07_D461.ra","http://media.nypl.org/live/070310/3_10_07_D461.ra",32,0.00012,30
328,"http://media.nypl.org/live/061011/02_Adam_Gopnik_Track_2.ra","http://media.nypl.org/live/061011/02_Adam_Gopnik_Track_2.ra",32,0.00012,26
329,"http://media.nypl.org/live/061118/02_Atlantic_GLUTTONY_2.ra","http://media.nypl.org/live/061118/02_Atlantic_GLUTTONY_2.ra",31,0.00011,31
330,"http://media.nypl.org/live/060919/01_Invisible_Symposium.ra","http://media.nypl.org/live/060919/01_Invisible_Symposium.ra",31,0.00011,28
331,"http://media.nypl.org/live/061118/01_Atlantic_CHAN_KELLY_1.ra","http://media.nypl.org/live/061118/01_Atlantic_CHAN_KELLY_1.ra",31,0.00011,28
332,"http://media.nypl.org/supporters/presidents_council_9_22_08.mp3","http://media.nypl.org/supporters/presidents_council_9_22_08.mp3",30,0.00011,8
333,"http://media.nypl.org/live/061118/02_Atlantic_PBS.ra","http://media.nypl.org/live/061118/02_Atlantic_PBS.ra",29,0.00011,26
334,"http://media.nypl.org/video/news_2009_12_10_new_website.mp4","http://media.nypl.org/video/news_2009_12_10_new_website.mp4",29,0.00011,22
335,"http://media.nypl.org/live/061026/01_Andy_Borowitz_Track_1.ra","http://media.nypl.org/live/061026/01_Andy_Borowitz_Track_1.ra",28,0.0001,26
336,"http://media.nypl.org/live/070524/5_24_07.ra","http://media.nypl.org/live/070524/5_24_07.ra",26,0.0001,24
337,"http://media.nypl.org/audio/supporters_2009_10_27_friends_women.mp3","http://media.nypl.org/audio/supporters_2009_10_27_friends_women.mp3",26,0.0001,21
338,"http://media.nypl.org/live/060911/01_Joel_Meyerowitz.ra","http://media.nypl.org/live/060911/01_Joel_Meyerowitz.ra",26,0.0001,25
339,"http://media.nypl.org/live/061118/01_Atlantic_PBS.ra","http://media.nypl.org/live/061118/01_Atlantic_PBS.ra",24,0.00009,24
340,"http://media.nypl.org/leclerc_messages/leclerc_10_22_08.mp3","http://media.nypl.org/leclerc_messages/leclerc_10_22_08.mp3",24,0.00009,17
341,"http://media.nypl.org/Blindspot_11_3_07/Blindspot_11_3_07pt2.mp3#/LIVE_from_the___Event_Description_Blindspot_11_3_07pt2.mp3","http://media.nypl.org/Blindspot_11_3_07/Blindspot_11_3_07pt2.mp3#/LIVE_from_the___Event_Description_Blindspot_11_3_07pt2.mp3",23,0.00008,1
342,"http://media.nypl.org/audio/supporters_2009_10_20_conservators_coddington.mp3","http://media.nypl.org/audio/supporters_2009_10_20_conservators_coddington.mp3",23,0.00008,20
343,"http://media.nypl.org/video/live_2009_11_09_backstage_anderson_baumbach.mp4","http://media.nypl.org/video/live_2009_11_09_backstage_anderson_baumbach.mp4",22,0.00008,22
344,"http://media.nypl.org/audio/lpa_2007_09_20_laurents.mp3","http://media.nypl.org/audio/lpa_2007_09_20_laurents.mp3",21,0.00008,15
345,"http://media.nypl.org/video/live_2009_09_24_shorts_solnit_coyote.mp4","http://media.nypl.org/video/live_2009_09_24_shorts_solnit_coyote.mp4",21,0.00008,21
346,"http://media.nypl.org/audio/kids_2009_10_05_lottie_otter.mp3","http://media.nypl.org/audio/kids_2009_10_05_lottie_otter.mp3",20,0.00007,16
347,"http://media.nypl.org/video/exhibitions_2009_09_24_mapping.mp4","http://media.nypl.org/video/exhibitions_2009_09_24_mapping.mp4",18,0.00007,18
348,"http://media.nypl.org/video/lpa_2009_03_24_coward_day.mp4","http://media.nypl.org/video/lpa_2009_03_24_coward_day.mp4",18,0.00007,18
349,"http://media.nypl.org/video/schomburg_2009_09_23_mogae.mp4","http://media.nypl.org/video/schomburg_2009_09_23_mogae.mp4",17,0.00006,16
350,"http://media.nypl.org//Blindspot_11_3_07/Blindspot_11_3_07pt2.mp3","http://media.nypl.org//Blindspot_11_3_07/Blindspot_11_3_07pt2.mp3",17,0.00006,17
351,"http://media.nypl.org//Gingrich_11_1_07/Gingrich_11_1_07.mp3","http://media.nypl.org//Gingrich_11_1_07/Gingrich_11_1_07.mp3",16,0.00006,16
352,"http://media.nypl.org//gourevitch_5_13_08/gourevitch_5_13_08.mp3","http://media.nypl.org//gourevitch_5_13_08/gourevitch_5_13_08.mp3",16,0.00006,16
353,"http://media.nypl.org//schlink_5_4_08/schlink_5_4_08.mp3","http://media.nypl.org//schlink_5_4_08/schlink_5_4_08.mp3",16,0.00006,16
